Elevator,Floor,Layout,Region,Renovation,Size,Year,Price
有电梯,11,2室1厅,门头沟,简装,74,2010,284
有电梯,11,4室1厅,东城,精装,219,2006,2630
无电梯,6,2室1厅,门头沟,简装,90,2004,375
,5,3室2厅,昌平,精装,134,2003,558
有电梯,16,1室1厅,西城,其他,39,1990,580
,6,2室1厅,昌平,简装,87,2001,258
,16,2室2厅,朝阳,精装,119,2003,885
有电梯,18,3室1厅,海淀,其他,106,1998,820
,22,2室1厅,朝阳,精装,91,2009,480
有电梯,20,2室1厅,西城,简装,70,1990,800
有电梯,26,2室1厅,丰台,其他,71,2004,360
无电梯,6,3室1厅,昌平,精装,87,2005,450
无电梯,6,1室1厅,西城,简装,52,1987,470
有电梯,24,2室1厅,朝阳,简装,101,2002,650
无电梯,6,2室1厅,西城,毛坯,59,1984,550
,6,2室1厅,海淀,其他,54,1985,440
,18,3室2厅,朝阳,简装,127,2007,630
无电梯,6,3室1厅,丰台,其他,69,1988,390
有电梯,16,2室1厅,丰台,其他,58,2012,330
,12,1室0厅,海淀,精装,37,2003,310
有电梯,22,3室2厅,海淀,精装,127,1999,980
无电梯,5,2室1厅,东城,精装,42,1987,540
无电梯,6,3室3厅,昌平,精装,187,2002,565
无电梯,6,3室2厅,昌平,简装,166,1997,440
,21,1室1厅,昌平,其他,82,2012,390
,23,1室1厅,东城,简装,83,1993,680
,6,2室1厅,大兴,其他,89,2010,365
,6,1室1厅,顺义,简装,59,1994,245
,20,2室1厅,通州,精装,84,2015,340
无电梯,6,2室1厅,丰台,其他,70,1997,280
无电梯,5,2室1厅,昌平,简装,59,1983,248
,24,2室1厅,朝阳,精装,98,2006,600
无电梯,6,2室1厅,大兴,简装,83,2000,248
无电梯,6,2室1厅,大兴,简装,86,2004,330
无电梯,6,3室1厅,通州,简装,101,1998,405
无电梯,6,2室2厅,昌平,精装,85,2004,298
有电梯,11,2室1厅,朝阳,简装,88,2004,610
无电梯,6,2室1厅,西城,毛坯,69,1991,610
,16,1室2厅,大兴,简装,76,2010,400
有电梯,24,1室1厅,朝阳,精装,70,2005,567
有电梯,19,3室1厅,西城,简装,105,2000,880
有电梯,20,3室2厅,通州,简装,152,2009,760
,6,2室1厅,东城,简装,50,1990,610
,5,3室1厅,东城,精装,84,1985,730
,6,3室2厅,昌平,简装,145,2001,470
,20,1室1厅,丰台,简装,68,2006,410
无电梯,6,3室1厅,昌平,简装,96,1997,438
有电梯,11,3室1厅,海淀,精装,157,2005,1750
无电梯,5,2室1厅,海淀,简装,62,1995,510
有电梯,11,3室1厅,东城,简装,105,2002,1200
有电梯,16,1室1厅,门头沟,简装,66,2002,278
无电梯,6,3室1厅,顺义,其他,111,2001,405
,16,3室2厅,通州,简装,119,2014,425
有电梯,15,2室1厅,朝阳,精装,64,1984,370
,6,3室2厅,通州,精装,116,2003,490
有电梯,18,2室1厅,丰台,简装,83,2001,500
,6,2室1厅,通州,精装,69,1996,310
,6,2室0厅,东城,其他,50,1976,390
,22,2室1厅,通州,简装,125,2002,480
,6,3室1厅,昌平,精装,146,2005,502
无电梯,6,2室1厅,通州,精装,81,2000,325
,24,2室1厅,大兴,精装,78,2014,308
,12,3室1厅,门头沟,精装,131,2008,560
有电梯,18,2室1厅,朝阳,精装,91,2007,686
,12,2室1厅,海淀,简装,59,1981,500
,5,4室2厅,西城,精装,174,1994,2088
有电梯,20,1室0厅,丰台,精装,36,2012,267
有电梯,15,2室2厅,昌平,其他,172,2008,627
有电梯,9,2室1厅,房山,简装,79,2011,353
无电梯,6,2室1厅,朝阳,精装,56,1982,415
,9,2室1厅,顺义,精装,96,2009,410
,24,1室1厅,朝阳,简装,64,1998,400
有电梯,14,3室1厅,大兴,简装,149,2003,675
无电梯,7,3室2厅,大兴,毛坯,110,2000,490
有电梯,24,3室2厅,朝阳,精装,159,1998,1050
无电梯,6,3室1厅,朝阳,简装,73,1985,382
有电梯,12,2室1厅,海淀,简装,72,1998,725
,13,2室1厅,顺义,毛坯,93,2011,385
有电梯,7,2室1厅,大兴,精装,90,2011,490
,18,2室2厅,朝阳,精装,96,2006,790
无电梯,6,3室1厅,朝阳,精装,79,1986,640
,15,2室2厅,顺义,精装,89,2013,328
有电梯,17,1室1厅,丰台,简装,61,2011,420
,6,3室1厅,海淀,简装,77,1990,640
有电梯,22,3室1厅,丰台,精装,100,1998,543
有电梯,23,2室1厅,昌平,精装,94,2008,432
有电梯,26,2室1厅,朝阳,精装,99,2005,545
有电梯,15,2室1厅,房山,精装,90,2010,315
,6,3室1厅,丰台,简装,68,1985,440
,6,4室2厅,昌平,精装,203,2002,800
有电梯,15,2室1厅,房山,精装,91,2008,315
无电梯,6,3室1厅,房山,精装,121,2001,376
,7,2室2厅,东城,简装,77,2002,896
无电梯,4,3室1厅,西城,简装,78,1955,850
有电梯,16,2室1厅,昌平,精装,101,2001,426
有电梯,21,1室1厅,西城,简装,61,2005,640.8
有电梯,29,3室2厅,西城,精装,126,2004,1200
,6,2室1厅,海淀,简装,50,1974,350
有电梯,24,2室1厅,西城,精装,85,2004,740
,12,3室1厅,东城,精装,100,2003,1398
有电梯,12,2室1厅,丰台,其他,90,2006,600
无电梯,5,3室1厅,朝阳,精装,57,1975,410
有电梯,30,2室1厅,丰台,简装,104,2003,590
,26,3室1厅,昌平,精装,160,2000,520
有电梯,14,3室2厅,房山,精装,143,2009,430
无电梯,6,2室2厅,顺义,简装,110,1999,535
,24,3室1厅,西城,其他,127,2009,1230
有电梯,14,1室1厅,朝阳,精装,73,2004,580
,5,3室1厅,大兴,其他,71,1982,285
无电梯,6,2室1厅,东城,精装,67,1990,555
,6,2室2厅,大兴,精装,121,1997,485
无电梯,6,2室1厅,西城,精装,59,1988,735
有电梯,15,3室1厅,顺义,精装,121,2012,505
无电梯,14,2室1厅,丰台,其他,59,1999,300
有电梯,21,3室2厅,海淀,精装,146,2003,910
,5,3室1厅,海淀,其他,133,2000,1100
无电梯,6,2室1厅,东城,简装,53,1984,555
有电梯,25,3室2厅,朝阳,精装,161,2008,1390
无电梯,6,2室1厅,房山,精装,50,1993,185
,6,2室2厅,昌平,精装,94,2004,380
,6,2室1厅,房山,简装,90,2003,272
,6,2室1厅,海淀,精装,52,1985,445
无电梯,6,2室1厅,西城,简装,80,1999,849
有电梯,11,2室1厅,大兴,简装,86,2005,432
无电梯,6,2室1厅,通州,精装,92,1999,418
有电梯,20,2室1厅,顺义,其他,97,2004,400
无电梯,6,3室1厅,海淀,精装,68,1985,377
有电梯,18,3室2厅,东城,简装,230,2000,1600
有电梯,15,3室2厅,大兴,精装,161,2012,860
有电梯,27,2室1厅,石景山,精装,87,2010,595
,6,3室2厅,昌平,简装,130,2002,470
有电梯,9,2室1厅,海淀,精装,112,2004,860
,5,2室1厅,丰台,简装,67,1990,370
有电梯,16,2室1厅,西城,简装,75,1986,830
有电梯,26,4室2厅,通州,精装,190,2011,1000
有电梯,18,3室2厅,丰台,简装,106,2013,535
有电梯,6,3室2厅,顺义,精装,146,2010,545
无电梯,4,3室1厅,海淀,精装,88,1955,795
无电梯,5,1室1厅,丰台,简装,75,2010,350
有电梯,26,3室1厅,朝阳,简装,162,2003,1120
无电梯,6,3室2厅,昌平,精装,155,2002,480
无电梯,6,3室1厅,丰台,精装,75,1990,490
有电梯,16,2室1厅,大兴,简装,95,2004,370
有电梯,27,3室2厅,昌平,精装,120,2015,838
有电梯,20,1室1厅,丰台,简装,67,2006,439
有电梯,7,3室2厅,西城,精装,150,2002,2250
有电梯,11,3室1厅,海淀,精装,157,2005,1750
,6,1室1厅,顺义,精装,68,2009,325
,20,2室1厅,西城,精装,52,2008,660
有电梯,20,3室1厅,房山,毛坯,89,2012,390
有电梯,26,2室2厅,石景山,精装,107,2006,655
有电梯,24,3室1厅,朝阳,精装,119,2001,880
无电梯,5,3室2厅,昌平,其他,119,2000,480
有电梯,12,3室2厅,昌平,精装,149,2007,560
无电梯,6,2室2厅,门头沟,简装,103,2002,430
,16,3室2厅,房山,简装,89,2014,240
,18,2室2厅,朝阳,精装,97,2009,600
有电梯,23,2室2厅,昌平,精装,107,2003,500
,7,2室2厅,顺义,精装,91,2009,430
无电梯,6,1室1厅,东城,简装,46,1996,435
有电梯,24,3室1厅,丰台,简装,83,2000,408
,6,3室1厅,西城,其他,56,1980,750
,6,3室2厅,丰台,精装,130,1997,730
有电梯,18,3室1厅,房山,精装,144,2013,520
,6,2室2厅,昌平,精装,94,1998,455
有电梯,26,1室1厅,西城,精装,33,2006,360
有电梯,10,1室1厅,丰台,简装,80,2010,400
无电梯,6,2室1厅,海淀,简装,64,1999,420
,18,2室1厅,房山,其他,82,2015,330
无电梯,6,2室1厅,房山,简装,84,1990,268
,6,2室1厅,丰台,精装,49,1990,210
,18,2室2厅,朝阳,精装,90,2011,510
,6,3室1厅,房山,精装,102,1999,298
无电梯,7,3室1厅,西城,简装,116,1997,850
有电梯,23,3室1厅,西城,简装,161,1999,980
,15,2室1厅,朝阳,精装,94,2007,505
,6,4室2厅,顺义,精装,169,2011,980
,9,2室1厅,昌平,精装,89,2009,460
,20,3室1厅,西城,其他,66,1989,827
,18,2室1厅,昌平,精装,100,2001,395
无电梯,6,3室2厅,昌平,精装,121,2004,420
无电梯,5,3室1厅,昌平,其他,158,2011,560
,6,2室1厅,海淀,简装,51,1980,335
,11,3室2厅,房山,精装,94,2016,440
,28,2室1厅,丰台,其他,73,2015,345
,3,4室2厅,顺义,其他,162,2007,700
,18,3室1厅,丰台,其他,74,2000,550
,6,3室1厅,海淀,简装,70,1984,600
无电梯,6,2室1厅,房山,简装,76,2001,230
,6,2室1厅,石景山,精装,81,2003,375
有电梯,6,2室2厅,顺义,精装,112,2010,393
有电梯,17,3室1厅,海淀,其他,150,2000,1700
有电梯,20,4室0厅,海淀,简装,83,1997,590
,7,3室1厅,朝阳,简装,124,2001,595
,6,2室1厅,西城,其他,59,1980,565
,7,3室2厅,房山,毛坯,123,2014,529
,6,2室1厅,海淀,精装,77,2011,605
无电梯,6,1室1厅,房山,其他,52,1995,210
无电梯,6,2室1厅,朝阳,精装,58,1987,415
无电梯,6,2室1厅,西城,简装,53,1984,765
,27,2室1厅,海淀,精装,89,1999,800
,6,2室2厅,海淀,其他,97,2008,570
,3,4室2厅,昌平,精装,205,2001,1900
无电梯,6,5室2厅,房山,精装,193,2004,520
无电梯,6,2室1厅,房山,简装,57,1989,210
有电梯,17,2室1厅,西城,精装,47,1984,650
,18,2室1厅,东城,精装,69,2005,610
,28,1室0厅,西城,简装,43,2003,355
无电梯,6,2室1厅,门头沟,其他,79,1997,303
无电梯,6,2室1厅,昌平,精装,95,2001,405
有电梯,31,4室2厅,朝阳,精装,257,2001,1700
,6,4室1厅,房山,精装,106,1992,265
,2,4室2厅,房山,其他,159,1998,1100
有电梯,24,3室2厅,石景山,简装,105,1999,438
,14,3室1厅,房山,精装,108,2009,340
无电梯,5,3室1厅,海淀,精装,122,1997,883
,6,3室2厅,丰台,精装,118,2002,697
有电梯,18,1室1厅,亦庄开发区,简装,52,2002,320
有电梯,13,2室2厅,房山,精装,102,2011,325
,6,3室1厅,门头沟,精装,119,2003,400
有电梯,18,2室1厅,房山,精装,104,2013,390
,6,2室2厅,海淀,简装,119,2003,896
,15,2室1厅,昌平,简装,83,2010,415.6
无电梯,6,2室1厅,东城,简装,55,1965,488
,20,3室1厅,海淀,简装,80,1989,760
有电梯,14,3室1厅,东城,精装,116,2002,1160
,2,3室2厅,大兴,精装,220,2001,500
,8,3室1厅,顺义,精装,132,2006,599
,19,3室1厅,丰台,精装,140,2002,650
,5,4室2厅,丰台,精装,169,2004,1100
,6,2室1厅,通州,简装,67,2002,291
无电梯,6,3室1厅,大兴,简装,74,1996,320
有电梯,15,1室0厅,丰台,精装,44,2004,333
有电梯,24,1室0厅,丰台,精装,49,2006,270
无电梯,6,2室1厅,大兴,简装,79,1995,330
有电梯,18,2室2厅,丰台,精装,82,2000,452
无电梯,6,2室1厅,丰台,精装,79,1999,435
,6,2室1厅,西城,精装,52,1984,527
,14,2室1厅,海淀,精装,86,1999,950
无电梯,5,2室1厅,西城,简装,67,1962,600
有电梯,8,7室2厅,顺义,精装,322,2010,950
,30,3室2厅,朝阳,精装,131,2001,850
有电梯,13,4室1厅,西城,精装,189,1995,2563
有电梯,22,2室1厅,石景山,精装,97,1995,508
有电梯,16,2室1厅,石景山,其他,62,1988,245
无电梯,6,2室1厅,西城,简装,56,1990,450
无电梯,6,1室1厅,门头沟,精装,65,2010,225
有电梯,20,2室1厅,西城,精装,90,2011,1350
有电梯,19,1室1厅,丰台,精装,57,2004,320
,12,2室1厅,昌平,简装,112,2005,460
无电梯,6,1室1厅,西城,精装,47,1981,420
有电梯,18,2室1厅,海淀,精装,60,1995,558
有电梯,18,2室2厅,大兴,其他,86,2012,410
无电梯,6,3室1厅,昌平,简装,121,2003,346
有电梯,16,1室0厅,大兴,精装,47,2009,251
有电梯,8,4室2厅,朝阳,精装,226,2007,2300
,8,3室1厅,大兴,简装,91,2010,500
无电梯,6,3室1厅,丰台,毛坯,74,1980,440
有电梯,11,2室1厅,西城,其他,81,2005,720
,18,1室1厅,西城,简装,48,1999,550
有电梯,18,4室2厅,东城,精装,187,2003,1800
,11,3室2厅,石景山,其他,146,2007,968
无电梯,6,2室2厅,昌平,简装,99,1996,380
有电梯,31,3室1厅,朝阳,精装,152,2003,720
无电梯,3,3室2厅,西城,简装,99,1981,897
无电梯,6,2室1厅,西城,其他,62,1986,555
,11,2室1厅,东城,精装,78,2002,880
,24,3室1厅,丰台,其他,164,2000,620
,6,3室1厅,东城,其他,110,1990,890
有电梯,19,2室1厅,西城,精装,78,2005,855
,6,2室1厅,大兴,其他,70,2000,262
有电梯,25,2室1厅,东城,精装,113,2003,850
无电梯,6,3室1厅,海淀,简装,88,1999,795
,10,2室1厅,西城,简装,51,1984,540
,5,3室1厅,东城,简装,79,1991,650
无电梯,6,4室1厅,昌平,精装,157,2003,620
,18,3室2厅,房山,精装,88,2012,375
有电梯,18,1室1厅,海淀,精装,51,1988,473
,21,2室1厅,海淀,简装,101,2005,680
,20,2室1厅,海淀,精装,89,2008,546
有电梯,11,2室1厅,通州,精装,94,2007,435
有电梯,28,2室1厅,通州,简装,97,2004,465
,16,1室2厅,丰台,简装,58,2006,275
有电梯,7,3室1厅,东城,简装,165,2003,1100
有电梯,24,4室1厅,朝阳,精装,218,2001,1200
,6,3室1厅,海淀,简装,68,1997,470
,5,2室1厅,房山,精装,83,2006,200
,21,2室1厅,丰台,简装,112,2006,620
,6,2室1厅,丰台,简装,58,1986,410
有电梯,18,1室1厅,朝阳,精装,62,2004,455
有电梯,4,2室2厅,朝阳,精装,95,2004,650
有电梯,22,2室1厅,海淀,简装,99,2006,629
,20,1室1厅,朝阳,精装,55,2003,410
无电梯,6,2室1厅,海淀,简装,80,1996,810
,6,1室1厅,昌平,简装,57,2000,267
,6,2室1厅,石景山,其他,83,2012,550
,7,1室1厅,顺义,简装,47,1999,195
有电梯,11,3室2厅,顺义,简装,133,2014,499
有电梯,23,1室1厅,通州,简装,68,2004,300
,12,8室3厅,昌平,精装,258,2005,620
,6,3室2厅,房山,简装,109,2004,329
,24,2室1厅,朝阳,简装,93,2001,485
无电梯,6,2室1厅,东城,简装,52,1981,540
有电梯,12,2室1厅,石景山,精装,81,1995,415
无电梯,4,2室1厅,西城,精装,66,1965,698
,21,2室1厅,丰台,精装,86,2009,430
,17,1室1厅,海淀,简装,41,1992,350
有电梯,18,2室1厅,朝阳,精装,63,1991,490
无电梯,5,3室2厅,亦庄开发区,简装,140,2004,838
有电梯,18,2室1厅,朝阳,精装,70,1998,420
,13,3室2厅,房山,精装,133,2009,420
有电梯,21,3室1厅,门头沟,精装,121,2015,560
有电梯,19,2室1厅,丰台,简装,111,2002,480
,24,2室1厅,亦庄开发区,精装,92,2010,620
,28,5室2厅,朝阳,简装,215,2002,900
有电梯,26,2室1厅,朝阳,精装,109,2004,690
有电梯,18,1室1厅,石景山,其他,46,2005,265
有电梯,21,1室1厅,大兴,精装,50,2014,239
,6,3室1厅,海淀,简装,86,1988,580
,4,2室1厅,朝阳,简装,68,1960,498
,18,2室1厅,海淀,精装,70,1994,630
有电梯,9,3室1厅,房山,精装,172,2012,560
有电梯,21,2室1厅,丰台,精装,123,2008,548
,12,2室1厅,朝阳,简装,73,1994,360
有电梯,12,3室1厅,朝阳,精装,100,2007,485
有电梯,22,2室1厅,朝阳,简装,84,1997,589
有电梯,33,2室1厅,大兴,精装,87,2015,460
有电梯,17,1室0厅,丰台,其他,61,2011,410
有电梯,23,2室1厅,丰台,简装,108,2002,650
,12,2室1厅,东城,简装,81,2005,840
有电梯,12,2室1厅,丰台,精装,89,1990,446
有电梯,13,3室2厅,顺义,毛坯,119,2016,585
有电梯,13,3室1厅,门头沟,其他,132,2005,520
,3,4室2厅,大兴,毛坯,378,2013,2167.4
无电梯,6,2室1厅,门头沟,简装,74,2000,215
,6,3室1厅,海淀,简装,93,1997,558
无电梯,6,2室1厅,丰台,精装,62,1990,320
,12,2室1厅,西城,简装,88,2004,1198
,22,2室1厅,顺义,其他,70,2009,325
无电梯,6,1室1厅,昌平,其他,68,2001,270
,2,6室2厅,昌平,精装,354,2008,1790
无电梯,7,1室1厅,东城,其他,48,2002,550
无电梯,6,2室1厅,亦庄开发区,精装,99,2003,342
无电梯,6,3室1厅,大兴,简装,97,1994,380
无电梯,6,3室1厅,丰台,简装,118,2005,698
,15,2室1厅,大兴,简装,85,2008,420
有电梯,13,2室1厅,丰台,精装,104,2009,635
无电梯,6,2室1厅,昌平,简装,87,1997,315
无电梯,7,2室1厅,昌平,精装,118,2001,430
有电梯,15,3室2厅,昌平,简装,123,2010,500
,27,1室1厅,西城,精装,62,2013,600
有电梯,28,4室2厅,西城,精装,220,1999,1848
,6,2室1厅,大兴,精装,70,2004,320
,6,1室1厅,海淀,简装,50,1995,480
,6,2室1厅,朝阳,简装,105,2004,499
,27,3室2厅,朝阳,精装,88,2010,496
有电梯,27,3室2厅,东城,精装,168,2009,1800
,22,2室1厅,丰台,其他,98,2003,499
,25,2室1厅,朝阳,简装,103,2004,510
有电梯,8,2室1厅,亦庄开发区,精装,122,2005,600
无电梯,6,1室1厅,东城,其他,42,1992,319
有电梯,15,1室1厅,石景山,简装,69,2004,372
有电梯,18,2室1厅,东城,简装,64,2005,578
有电梯,25,3室1厅,朝阳,精装,139,2005,700
无电梯,6,2室1厅,丰台,简装,69,2000,450
无电梯,6,3室1厅,朝阳,简装,93,1998,450
无电梯,6,2室1厅,西城,简装,61,1983,550
,19,1室1厅,大兴,其他,85,2006,270
,22,2室1厅,朝阳,简装,102,2000,720
无电梯,6,2室1厅,海淀,精装,60,1996,565
,6,2室1厅,房山,简装,63,1984,210
无电梯,6,3室1厅,东城,其他,77,1989,800
有电梯,18,2室1厅,东城,精装,103,2003,1000
无电梯,5,2室1厅,西城,其他,48,1981,630
,6,3室1厅,大兴,简装,95,2004,380
有电梯,18,4室2厅,丰台,简装,184,2003,1200
有电梯,18,3室2厅,大兴,精装,210,2014,680
,3,4室2厅,顺义,精装,169,2004,650
无电梯,6,3室1厅,大兴,其他,91,1994,370
有电梯,18,3室1厅,西城,其他,102,1997,1220
有电梯,15,2室1厅,大兴,其他,101,2014,650
,6,2室1厅,海淀,毛坯,53,1983,466
有电梯,23,1室2厅,朝阳,精装,81,2004,620
有电梯,24,3室1厅,丰台,简装,117,2003,690
,6,2室2厅,海淀,精装,71,1995,635
有电梯,24,1室0厅,海淀,简装,53,2004,380
,18,3室1厅,海淀,简装,87,1988,790
有电梯,8,2室2厅,亦庄开发区,精装,108,2002,550
有电梯,25,2室1厅,西城,精装,93,2002,820
有电梯,25,2室1厅,丰台,简装,92,2009,630
无电梯,6,1室1厅,丰台,其他,43,1996,228
有电梯,21,1室0厅,朝阳,精装,54,2007,317
无电梯,7,2室2厅,大兴,精装,94,1998,420
无电梯,7,4室2厅,昌平,简装,186,2004,780
无电梯,6,1室1厅,西城,其他,49,1996,520
,11,2室1厅,海淀,简装,72,2009,540
有电梯,18,3室1厅,朝阳,简装,68,1993,400
无电梯,6,1室1厅,海淀,简装,41,1989,340
,9,2室1厅,通州,毛坯,87,2014,334
有电梯,11,2室1厅,房山,简装,104,2004,300
无电梯,6,2室1厅,丰台,简装,63,1989,335
无电梯,7,1室1厅,西城,简装,41,1992,503
,6,2室1厅,西城,简装,58,1992,580
无电梯,6,2室1厅,海淀,其他,55,1982,600
无电梯,6,2室1厅,通州,精装,90,2002,480
有电梯,24,1室1厅,丰台,简装,80,2001,409
,6,3室1厅,大兴,简装,70,1992,300
有电梯,12,2室1厅,东城,简装,108,2002,710
无电梯,6,2室1厅,丰台,其他,80,1999,420
,6,2室1厅,通州,简装,83,2004,320
,6,3室2厅,通州,精装,140,2002,700
有电梯,12,4室2厅,海淀,精装,374,2008,4368
无电梯,6,2室1厅,海淀,精装,93,2008,998
无电梯,6,2室2厅,昌平,其他,93,2000,430
,10,3室2厅,顺义,其他,210,2003,1180
有电梯,20,3室1厅,东城,简装,73,1982,750
无电梯,6,1室0厅,大兴,其他,60,2004,277
无电梯,6,1室1厅,顺义,精装,63,1996,290
,6,2室1厅,朝阳,精装,74,2004,340
,16,2室1厅,西城,精装,62,1986,810
有电梯,16,2室1厅,朝阳,简装,55,1984,385
有电梯,17,2室2厅,海淀,简装,103,2001,960
,6,2室1厅,顺义,简装,88,2000,285
,22,2室2厅,朝阳,精装,135,2004,780
有电梯,21,4室2厅,朝阳,其他,275,2002,2200
,11,2室1厅,顺义,精装,128,2003,739
有电梯,26,3室1厅,大兴,毛坯,102,2015,460
,4,2室1厅,门头沟,简装,88,2003,280
无电梯,6,4室2厅,昌平,精装,183,2002,488
有电梯,6,4室2厅,丰台,毛坯,183,2009,1300
有电梯,27,1室1厅,丰台,精装,76,2009,365
,3,4室3厅,顺义,精装,360,2007,1800
有电梯,7,2室1厅,大兴,精装,94,2012,570
有电梯,14,2室1厅,石景山,简装,82,2000,400
,6,3室1厅,房山,简装,104,2003,300
有电梯,9,6室2厅,房山,精装,134,2012,750
,14,2室1厅,东城,精装,76,2002,770
,8,2室1厅,大兴,简装,76,2013,315
,16,2室1厅,西城,精装,85,2005,799
,17,3室1厅,朝阳,简装,74,1991,550
,24,2室2厅,石景山,精装,95,2001,485
,6,3室2厅,大兴,精装,140,2004,591
有电梯,20,2室2厅,通州,精装,89,2012,580
有电梯,20,2室1厅,丰台,精装,84,2006,570
有电梯,16,2室1厅,丰台,精装,94,2005,460
无电梯,6,1室1厅,东城,精装,41,1987,499
,6,3室2厅,顺义,精装,129,2006,490
,6,1室1厅,朝阳,精装,42,1986,293
无电梯,6,1室1厅,丰台,简装,55,1997,288
有电梯,12,1室1厅,通州,简装,75,2004,355
有电梯,21,2室1厅,大兴,精装,80,2013,546
有电梯,18,1室0厅,丰台,简装,53,1999,256
无电梯,6,2室1厅,海淀,精装,91,2000,551
无电梯,6,2室1厅,西城,其他,54,1985,505
无电梯,6,3室1厅,石景山,其他,90,1997,450
有电梯,26,1室0厅,丰台,精装,43,2008,239
有电梯,17,4室2厅,朝阳,精装,139,2008,1100
,6,2室1厅,昌平,精装,101,2003,460
